AIRPORT_ID,AIRPORT_NAME,AIRPORT_CITY,AIRPORT_STATE,AIRPORT_COUNTRY,ICAO,LCHG_DATE,RECORD_STATUS,Record_End
5NK1,TOGGENBURG FARMS                                  ,NEWARK                ,NY,  , ,7/9/02,A, 
5NK2,ALEXANDER'S EAST                                  ,WESTHAMPTON BEACH     ,NY,  , ,7/9/02,A, 
5NK3,WESTHAMPTON BEACH                                 ,WESTHAMPTON BEACH     ,NY,  , ,7/9/02,A, 
5NK4,OLEAN GENERAL                                     ,OLEAN                 ,NY,  , ,7/9/02,A, 
5NK5,KINGDOM FIELD                                     ,OSWEGO                ,NY,  , ,7/9/02,A, 
5NK6,ERWIN                                             ,PAINTED POST          ,NY,  , ,7/9/02,A, 
5NK7,HAMMERSLEY HILL                                   ,PAWLING               ,NY,  , ,7/9/02,A, 
5NK8,SOUTH QUAKER                                      ,PAWLING               ,NY,  , ,7/9/02,A, 
5NK9,TREICHLER FARM                                    ,WALES                 ,NY,  , ,10/27/05,A, 
5NN ,NONDALTON                                         ,NONDALTON             ,AK,  , ,6/2/89,A, 
5NY0,MDC SITE 1                                        ,ENDICOTT              ,NY,  , ,12/22/03,I, 
5NY1,TOMAHAWK HILLS                                    ,MERIDALE              ,NY,  , ,12/18/91,A, 
5NY2,TENNESSEE GAS PIPELINE                            ,CLYMER                ,NY,  , ,8/3/94,A, 
5NY3,KEECH                                             ,ETNA                  ,NY,  , ,6/2/89,A, 
5NY4,STANWIX HEIGHTS                                   ,ROME                  ,NY,  , ,8/29/91,A, 
5NY5,GARDINER                                          ,GARDINER              ,NY,  , ,6/2/89,A, 
5NY6,MERRILL GLEN COVE                                 ,GLEN COVE             ,NY,  , ,6/2/89,A, 
5NY7,ROLLING HILLS                                     ,GOSHEN                ,NY,  , ,6/2/89,A, 
5NY8,BOWLINE POINT                                     ,HAVERSTRAW            ,NY,  , ,6/2/89,A, 
5NY9,WALASH                                            ,CHESTER               ,NY,  , ,7/26/10,A, 
5O1 ,VICI MUNI                                         ,VICI                  ,OK,  ,N,7/10/02,A, 
5OH0,ALGE                                              ,ARLINGTON             ,OH,  , ,7/31/13,I, 
5OH1,SAMARITAN HOSPITAL                                ,ASHLAND               ,OH,  , ,6/2/89,A, 
5OH2,ODOT DISTRICT 03                                  ,ASHLAND               ,OH,  , ,6/2/89,A, 
5OH3,MARY RUTAN                                        ,BELLEFONTAINE         ,OH,  , ,1/31/90,A, 
5OH4,ARMINGTON                                         ,AUSTINBURG            ,OH,  , ,6/2/89,A, 
5OH5,MEIGS MINE 1                                      ,ALBANY                ,OH,  , ,7/1/93,A, 
5OH6,JOHNSONS FLD                                      ,AVON                  ,OH,  , ,6/2/89,A, 
5OH7,KELLER                                            ,AVON                  ,OH,  , ,7/31/13,I, 
5OH8,JOSEPH SKILKEN & CO                               ,COLUMBUS              ,OH,  , ,12/3/90,A, 
5OH9,FUREY                                             ,MALVERN               ,OH,  , ,7/10/02,A, 
5OI0,ROHRER                                            ,LOVELAND              ,OH,  , ,6/2/89,A, 
5OI3,SHEETS FIELD                                      ,KINSMAN               ,OH,  , ,12/19/13,I, 
5OI4,LAKE COUNTY ENGINEER                              ,PAINESVILLE           ,OH,  , ,10/22/02,I, 
5OI5,HAMRICK                                           ,WILLSHIRE             ,OH,  , ,6/2/89,A, 
5OI6,SNIDER'S                                          ,BELPRE                ,OH,  , ,2/16/06,I, 
5OI7,GRUETTER                                          ,CURTICE               ,OH,  , ,4/26/11,I, 
5OI8,MC KNIGHT                                         ,JOHNSTOWN             ,OH,  , ,6/2/89,A, 
5OI9,ROGERS PRIVATE                                    ,SHERWOOD              ,OH,  , ,6/2/89,A, 
5OK0,COOKSON HILLS CHRISTIAN SCHOOL                    ,KANSAS                ,OK,  , ,11/6/02,I, 
5OK1,CLAREMORE RGNL HOSPITAL                           ,CLAREMORE             ,OK,  , ,1/22/93,A, 
5OK2,CHRISTOPHER M. RIPPEE MEMORIAL                    ,NON                   ,OK,  ,N,7/5/07,A, 
5OK3,STEARMANS ROOST                                   ,VINITA                ,OK,  , ,6/2/89,A, 
5OK4,PACER FIELD                                       ,GOLDSBY               ,OK,  , ,11/15/93,A, 
5OK5,INTEGRIS CLINTON RGNL HOSPITAL                    ,CLINTON               ,OK,  , ,4/10/08,A, 
5OK6,WOODLEAF AERO ESTATES                             ,EDMOND                ,OK,  , ,8/30/07,I, 
5OK7,JERNIGAN DRILLING                                 ,OKLAHOMA CITY         ,OK,  , ,6/2/89,A, 
5OK8,ALFORD A. BRATCHER                                ,MARLOW                ,OK,  , ,10/25/07,I, 
5OK9,NIGHT HAWK AIRPATCH                               ,INOLA                 ,OK,  , ,12/20/07,I, 
5OR0,BACKACHERS RANCH                                  ,SELMA                 ,OR,  , ,6/2/89,A, 
5OR1,HELITRADEWINDS                                    ,MOLALLA               ,OR,  , ,10/3/94,A, 
5OR2,BUSHNELL                                          ,SHERIDAN              ,OR,  , ,5/26/10,I, 
5OR3,SILETZ                                            ,SILETZ                ,OR,  , ,6/2/89,A, 
5OR4,FLYING T RANCH                                    ,SPRAGUE RIVER         ,OR,  , ,6/2/89,A, 
5OR5,JUNIPER AIR PARK                                  ,BEND                  ,OR,  , ,12/3/90,A, 
5OR6,HOLY ROSARY MEDICAL CENTER                        ,ONTARIO               ,OR,  , ,8/29/91,A, 
5OR7,SANTIAM MEMORIAL HOSPITAL HELISTOP                ,STAYTON               ,OR,  , ,6/2/89,A, 
5OR8,HATCH                                             ,STAYTON               ,OR,  , ,6/2/89,A, 
5OR9,LONE OAKS RANCH                                   ,STAYTON               ,OR,  , ,6/2/89,A, 
5P2 ,MC LAUGHLIN MUNI                                  ,MC LAUGHLIN           ,SD,  , ,7/17/02,A, 
5P3 ,BOWDLE MUNI                                       ,BOWDLE                ,SD,  , ,7/17/02,A, 
5P5 ,PRESHO MUNI                                       ,PRESHO                ,SD,  , ,7/17/02,A, 
5PA0,BLOMSTER FIELD FARM                               ,CARMICHAELS           ,PA,  , ,1/15/09,A, 
5PA1,BROADT PERSONAL USE                               ,MAINVILLE             ,PA,  , ,6/2/89,A, 
5PA2,DOUBLE D SKYRANCH                                 ,ST JOHN'S             ,PA,  , ,8/3/06,A, 
5PA3,METZLER                                           ,MANHEIM               ,PA,  , ,6/5/08,I, 
5PA4,BLACK SWAN FARM                                   ,WEST CHESTER          ,PA,  , ,2/7/14,I, 
5PA5,MONONGAHELA VALLEY HOSPITAL                       ,MONONGAHELA           ,PA,  , ,8/29/91,A, 
5PA6,SHIELD FARM                                       ,RUSSELL               ,PA,  , ,8/4/92,A, 
5PA7,INDIAN SLEEP FARM                                 ,UNIONVILLE            ,PA,  , ,8/4/92,A, 
5PA8,CHAMBERS                                          ,MEHOOPANY             ,PA,  , ,11/20/08,I, 
5PA9,TAYLOR FLIGHT PARK                                ,STRATTANVILLE         ,PA,  , ,8/29/91,A, 
5PN0,LAMTEC CORP                                       ,MT. BETHEL            ,PA,  , ,7/31/13,A, 
5PN2,MEMORIAL HOSPITAL                                 ,TOWANDA               ,PA,  , ,10/31/02,A, 
5PN3,TYRONE HOSPITAL                                   ,TYRONE                ,PA,  , ,10/31/02,A, 
5PN4,MAHON                                             ,HATBORO               ,PA,  , ,10/31/02,A, 
5PN5,BITTNER-WHITSEL                                   ,ROUZERVILLE           ,PA,  , ,2/7/14,I, 
5PN6,LEWISTOWN HOSPITAL                                ,LEWISTOWN             ,PA,  , ,10/31/02,A, 
5PN7,JARRETT                                           ,IVYLAND               ,PA,  , ,10/31/02,A, 
5PN8,LINCOLN FARMS                                     ,CALVIN                ,PA,  , ,11/24/04,A, 
5PN9,HARRISBURG HOSPITAL                               ,HARRISBURG            ,PA,  , ,11/24/04,A, 
5PS0,BEAU STREET                                       ,WASHINGTON            ,PA,  , ,6/2/89,A, 
5PS1,LANCASTER GENERAL HOSPITAL                        ,LANCASTER             ,PA,  , ,6/2/89,A, 
5PS2,PAOLI MEMORIAL HOSPITAL                           ,PAOLI                 ,PA,  , ,6/2/89,A, 
5PS3,ST FRANCIS MEDICAL CENTER                         ,PITTSBURGH            ,PA,  , ,6/2/89,A, 
5PS4,HANSEN                                            ,SASSAMANSVILLE        ,PA,  , ,4/10/08,I, 
5PS5,CHESTNUT HILL                                     ,DUNCANNON             ,PA,  , ,6/2/89,A, 
5PS6,RANCH ROAD                                        ,SLATINGTON            ,PA,  , ,2/7/14,A, 
5PS7,EVANGELICAL COMMUNITY HOSPITAL EAST               ,LEWISBURG             ,PA,  , ,6/2/89,A, 
5PS8,HEFFERNAN                                         ,PROSPECTVILLE         ,PA,  , ,6/2/89,A, 
5PS9,TATE                                              ,WEST ROCKHILL         ,PA,  , ,6/2/89,A, 
5PX ,PAXSON                                            ,PAXSON                ,AK,  , ,10/22/02,I, 
5Q0 ,AL DIVINE                                         ,CARUTHERS             ,CA,  , ,10/22/02,I, 
5Q2 ,USFS CHESTER                                      ,CHESTER               ,CA,  , ,6/2/89,A, 
5Q4 ,PATRICK FIELD                                     ,CHICO                 ,CA,  , ,10/22/02,I, 
5Q5 ,TRIANGLE T RANCH                                  ,CHOWCHILLA            ,CA,  , ,10/22/02,I, 
5Q6 ,CHAPMAN FARMS                                     ,CHOWCHILLA            ,CA,  , ,10/22/02,I, 
5Q7 ,ROGERS HELICOPTERS INC                            ,CLOVIS                ,CA,  , ,1/8/03,I, 
5Q8 ,LARSEN                                            ,CLOVIS                ,CA,  , ,1/8/03,I, 
5QC ,QUARTZ CREEK /KOUGAROK/                           ,QUARTZ CREEK          ,AK,  , ,6/2/89,A, 
5QN ,THE QUEENS                                        ,QUEENS                ,AK,  , ,11/6/02,I, 
5R1 ,ROY WILCOX                                        ,CHATOM                ,AL,  , ,6/2/89,A, 
5R2 ,OCEAN SPRINGS                                     ,OCEAN SPRINGS         ,MS,  , ,7/1/93,A, 
5R3 ,LAGO VISTA TX - RUSTY ALLEN                       ,LAGO VISTA            ,TX,  , ,7/31/13,I, 
5R4 ,FOLEY MUNI                                        ,FOLEY                 ,AL,  , ,6/2/89,A, 
5R5 ,WHARTON RGNL                                      ,WHARTON               ,TX,  , ,7/17/02,A, 
5R7 ,ROY E. RAY                                        ,BAYOU LA BATRE        ,AL,  , ,6/2/89,A, 
5R8 ,DE QUINCY INDUSTRIAL AIRPARK                      ,DE QUINCY             ,LA,  , ,6/2/89,A, 
5R9 ,PORT SULPHUR                                      ,PORT SULPHUR          ,LA,  , ,10/22/02,I, 
5S0 ,OAKRIDGE STATE                                    ,OAKRIDGE              ,OR,  , ,6/2/89,A, 
5S1 ,GEORGE FELT                                       ,ROSEBURG              ,OR,  , ,6/2/89,A, 
5S2 ,CRESCENT LAKE STATE                               ,CRESCENT LAKE         ,OR,  , ,6/2/89,A, 
5S3 ,MEYER RIVERSIDE AIRPARK                           ,TIGARD                ,OR,  , ,11/6/02,I, 
5S4 ,TOLEDO STATE                                      ,TOLEDO                ,OR,  , ,6/2/89,A, 
5S5 ,LAKE BILLY CHINOOK STATE                          ,CULVER                ,OR,  , ,6/2/89,A, 
5S6 ,CAPE BLANCO STATE                                 ,SIXES                 ,OR,  , ,2/23/12,A, 
5S7 ,WEST BUTTERCREEK                                  ,ECHO                  ,OR,  , ,6/2/89,A, 
5S8 ,ST MICHAEL                                        ,ST MICHAEL            ,AK,  , ,9/1/05,I, 
5S9 ,VALLEY VIEW                                       ,ESTACADA              ,OR,  , ,5/11/93,A, 
5SC5,LORIS COMMUNITY HOSPITAL                          ,LORIS                 ,SC,  , ,7/17/02,A, 
5SO ,SNOWSHOE LAKE                                     ,SNOWSHOE LAKE         ,AK,  , ,10/22/02,I, 
5T0 ,WARD AIRPARK                                      ,BEASLEY               ,TX,  , ,7/17/02,A, 
5T2 ,BLEAKLEY RANCH                                    ,DRIPPING SPRINGS      ,TX,  , ,10/22/02,I, 
5T3 ,ALEXANDER RANCH                                   ,DRIPPING SPRINGS      ,TX,  , ,10/22/02,I, 
5T4 ,HERREID MUNI                                      ,HERREID               ,SD,  , ,7/17/02,A, 
5T5 ,HILLSBORO MUNI                                    ,HILLSBORO             ,TX,  , ,10/25/07,I, 
5T6 ,DONA ANA COUNTY AT SANTA TERESA                   ,SANTA TERESA          ,NM,  , ,8/31/93,A, 
5T7 ,RENZ RANCH                                        ,EAGLE LAKE            ,TX,  , ,10/22/02,I, 
5T8 ,FARIAS RANCH                                      ,EAGLE PASS            ,TX,  , ,10/22/02,I, 
5T9 ,MAVERICK COUNTY MEMORIAL INTL                     ,EAGLE PASS            ,TX,  , ,5/10/07,A, 
5TA0,"HAMILTON AIRCRAFT, INC                            ",SEMINOLE              ,TX,  , ,6/2/89,A, 
5TA1,CHARPING                                          ,TEMPLE                ,TX,  , ,6/2/89,A, 
5TA2,RABBIT RUN                                        ,WACO                  ,TX,  , ,6/2/89,A, 
5TA3,PEARSON RANCH PRIVATE                             ,YOAKUM                ,TX,  , ,6/2/89,A, 
5TA4,REED                                              ,CLAUDE                ,TX,  , ,7/17/02,A, 
5TA5,CREASY                                            ,SANTA FE              ,TX,  , ,6/2/89,A, 
5TA6,KNOT 2 SHABBY                                     ,WINTERS               ,TX,  , ,7/17/02,A, 
5TA7,KAMI-KAZI                                         ,SANTA FE              ,TX,  , ,6/2/89,A, 
5TA8,DEER MEADOW RANCH                                 ,ATHENS                ,TX,  , ,7/17/02,A, 
5TA9,SEAGOVILLE                                        ,SEAGOVILLE            ,TX,  , ,7/17/02,A, 
5TE ,TETLIN                                            ,TETLIN                ,AK,  , ,10/31/03,I, 
5TE0,COMANCHE RANCH                                    ,EAGLE PASS            ,TX,  , ,10/31/02,A, 
5TE1,RAWLS RANCH                                       ,MARFA                 ,TX,  , ,7/17/02,A, 
5TE2,BLEAKLEY RANCH                                    ,DRIPPING SPRINGS      ,TX,  , ,7/17/02,A, 
5TE3,ALEXANDER RANCH                                   ,DRIPPING SPRINGS      ,TX,  , ,7/17/02,A, 
5TE4,PERKINS-PROTHRO CIMARRON RANCH                    ,KERRICK               ,TX,  , ,7/17/02,A, 
5TE5,IRON MOUNTAIN RANCH                               ,MARATHON              ,TX,  , ,7/17/02,A, 
5TE6,KEYSTONE RANCH                                    ,SAN ANGELO            ,TX,  , ,4/10/08,A, 
5TE7,RENZ RANCH                                        ,EAGLE LAKE            ,TX,  , ,7/17/02,A, 
5TE8,WILLIS N CLARK                                    ,MIAMI                 ,TX,  , ,7/17/02,A, 
5TE9,SIERRA BLANCA                                     ,SIERRA BLANCA         ,TX,  , ,7/17/02,A, 
5TN0,TGP STATION 79                                    ,LOBELVILLE            ,TN,  , ,8/22/13,I, 
5TN1,MC KENZIE RGNL HOSPITAL                           ,MC KENZIE             ,TN,  , ,9/28/06,A, 
5TN2,TGP STATION 71                                    ,MIDDLETON             ,TN,  , ,8/22/13,I, 
5TN3,BOONDOCKS                                         ,PIGEON FORGE          ,TN,  , ,8/31/93,A, 
5TN4,MCGRAW'S BACKYARD                                 ,GREENBACK             ,TN,  , ,11/24/04,A, 
5TN5,TENNESSEE GAS                                     ,PORTLAND              ,TN,  , ,8/22/13,I, 
5TN6,HARDIN COUNTY GENERAL HOSPITAL                    ,SAVANNAH              ,TN,  , ,12/16/93,A, 
